,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME
1983-05-10,13.16,1.98,11.27,0,10.504636458849198,444.89469283954,0.0,0.0352733663792852,0.0,0,0,7.14781881130872,0,165.95,165.74,166.4,165.82,13.11857708,12.65,1.89,0,0,0.0,23.430167927003602,0.041564919,8.35,8.0,-0.014282581242226002,10.2,1611.0,2.162,10.162,121.32,0.009296884,60.8,47.9,53.9,32700.0,4.072281463,47340.0
1983-05-11,12.99,1.98,11.27,0,10.4436342062841,444.89469283954,0.0,0.0352733663792852,0.0,0,0,7.10637727698483,0,164.96,164.53,166.3,165.95,13.04031621,12.65,1.72,0,0,0.0,23.29087777692,0.041816053,8.51,7.96,-0.0109853081466738,10.2,1611.0,2.222,10.182,120.9,0.009296884,60.8,47.9,53.9,49980.0,5.570821862000001,37320.0
1983-05-12,12.99,1.98,11.31,0,10.4003408276287,444.89469283954,0.0,0.0352733663792852,0.0,0,0,7.07699097342942,0,164.25,163.82,165.35,164.98,12.98418972,12.65,1.68,0,0,0.0,23.1911150202914,0.041998502,8.56,8.05,-0.0145387780062678,10.2,1611.0,2.182,10.232000000000001,121.04,0.009296884,60.8,47.9,53.9,49560.0,4.976953873,33600.0
1983-05-13,12.99,1.98,11.3,0,10.443161497809198,456.089023716163,0.0,0.0321104749707768,0.0,0,0,7.10619760305792,0,164.9,164.26,165.23,164.26,13.03557312,12.65,1.69,0,0,-0.00253031312680676,23.2833748335607,0.041834637,8.39,8.02,-0.0175562469554645,10.2,1611.0,2.202,10.222000000000001,121.15,0.009296884,60.8,47.9,53.9,32520.0,4.194481982,44040.0
1983-05-16,12.99,1.98,11.43,0,10.3498127241189,456.089023716163,0.0,0.0321104749707768,0.0,0,0,7.0427571050416695,0,163.4,162.33,164.9,164.9,12.91699605,12.65,1.56,0,0,-0.00189773484510507,23.0720576523807,0.042220376,8.73,8.15,-0.000496563800513387,10.2,1611.0,2.222,10.372,121.94,0.009296884,60.8,47.9,53.9,49740.0,11.70343396,32520.0
1983-05-17,12.99,1.98,11.48,0,10.3710971914564,456.089023716163,0.0,0.0321104749707768,0.0,0,0,7.05731919597827,0,163.71,162.55,163.71,163.4,12.94150198,12.65,1.51,0,0,-0.00126515656340338,23.116307651879897,0.042142125,8.81,8.13,0.0104357310770528,10.2,1490.0,2.282,10.412,121.97,0.009296884,60.8,47.9,53.9,44700.0,5.465734723,53760.0
1983-05-18,12.92,1.98,11.53,0,10.2716198149572,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.039552269936039,0,163.27,163.16,165.18,163.73,12.90671937,12.65,1.39,0,0,0.00505561226430214,22.891437813582897,0.042257395999999996,8.83,8.11,0.0171650399342795,10.2,1490.0,2.322,10.432,121.91,0.009296884,60.8,47.9,53.9,53460.0,6.638257024,42060.0
1983-05-19,12.92,1.98,11.61,0,10.192757433711801,456.089023716163,0.0,0.0392207131532816,0.0,0,0,6.985564855152821,1,161.99,161.98,163.61,163.27,12.8055336,12.65,1.31,0,0,0.00426614290950287,22.7125664567742,0.042594242000000004,8.75,8.14,0.0206307409744219,10.2,1490.0,2.352,10.492,122.6,0.009296884,60.8,47.9,53.9,53580.0,6.0933267110000005,35220.0
1983-05-20,12.92,1.97,11.67,0,10.203861309999,456.089023716163,0.0,0.0392207131532816,0.0,0,0,6.99323466716335,2,162.14,160.3,163.09,161.97,12.8173913,12.65,1.25,0,0,0.00284409527300191,22.734189155886103,0.04255777400000001,8.68,8.18,0.0135185725124246,10.2,1490.0,2.362,10.542,122.5,0.009296884,60.8,47.9,53.9,41940.0,4.557401893,52560.0
1983-05-23,12.92,1.97,11.67,0,10.2867221328502,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.05007495274408,3,163.43,160.29,163.5,162.06,12.91936759,12.65,1.25,0,1,0.0014220476365009599,22.915658631118003,0.042224767,8.74,8.42,-0.00707195995379317,10.2,1490.0,2.1519999999999997,10.572000000000001,122.86,0.009296884,60.8,47.9,53.9,34020.0,10.79499867,50940.0
1983-05-24,12.92,1.97,11.64,0,10.4212300566606,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.14229824891163,4,165.54,163.45,165.59,163.45,13.08616601,12.65,1.28,0,0,0.0,23.2121166913134,0.041689439,8.72,8.47,-0.0189166911993165,10.2,1490.0,2.092,10.562000000000001,123.04,0.009296884,60.8,47.9,53.9,32520.0,5.768530325,52260.0
1983-05-25,13.09,1.97,11.66,0,10.4651134647304,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.17240760982552,5,166.21,164.79,166.21,165.54,13.13913043,12.65,1.43,1,0,0.0,23.3066654844731,0.041524252000000005,8.76,8.49,-0.0142000489793609,10.2,1490.0,2.092,10.582,122.71,0.009296884,60.8,47.9,53.9,50100.0,7.28101749,53880.0
1983-05-26,13.09,1.97,11.68,0,10.4208469720393,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.14210826238878,4,165.48,165.27,166.39,166.22,13.08142292,12.65,1.41,1,0,0.0,23.2048984826926,0.041710311,8.7,8.53,-0.00712041735630791,10.2,1490.0,2.102,10.632,122.76,-0.00732604,60.8,47.9,53.9,45720.0,5.129500086,37140.0
1983-05-27,13.09,1.97,11.69,0,10.3582994351617,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.09928914172003,3,164.46,164.23,165.49,165.49,13.00079051,12.65,1.4,1,0,0.0,23.062457326981395,0.041972139000000006,8.59,8.48,0.00154704111674878,10.2,1490.0,2.142,10.622,123.41,-0.00732604,60.8,47.9,53.9,53820.0,3.467154039,32520.0
1983-05-31,13.09,1.97,11.79,0,10.229586555873698,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.01113712343054,2,162.39,162.12,164.44,164.44,12.83715415,12.65,1.3,1,0,0.0,22.772760329570797,0.042510339,8.94,8.63,0.00162704110511973,10.2,1490.0,2.3209999999999997,10.800999999999998,123.79,-0.00732604,60.8,47.9,53.9,49500.0,7.3366184389999995,32520.0
1983-06-01,13.09,1.97,11.78,0,10.241329816182901,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.01924950807538,1,162.55,161.33,162.64,162.38,12.84980237,12.65,1.31,1,0,0.0,22.7957787628671,0.042471669000000004,9.38,8.58,-0.00806897032148047,10.2,1490.0,1.986,10.716,124.68,-0.00732604,60.8,47.9,53.9,48900.0,6.941729168999999,53940.0
1983-06-02,13.28,1.97,11.73,0,10.333103868781,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.0822045475032995,0,163.98,162.56,164.0,162.56,12.96284585,12.65,1.55,0,0,0.0,22.996904085251398,0.042104438,8.84,8.5,-0.0139307038410999,10.2,1490.0,1.999,10.748,124.44,-0.00732604,60.8,47.9,53.9,32520.0,6.867478703,53880.0
1983-06-03,13.28,1.97,11.75,0,10.3625119863453,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.1024144639783,0,164.42,163.96,164.79,163.96,12.99762846,12.65,1.53,0,0,0.0,23.059194487077697,0.041995142,8.77,8.55,-0.0113839095538553,10.1,1490.0,1.9380000000000002,10.800999999999998,124.75,-0.00732604,60.8,47.9,53.9,32520.0,3.253597323,46920.0
1983-06-06,13.28,1.97,11.71,0,10.3900372568271,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.12133191083163,0,164.83,163.75,165.09,164.43,13.03003953,12.65,1.57,0,0,0.0,23.1172786574498,0.041894053,8.92,8.64,-0.0006949532081749531,10.1,1490.0,1.891,10.748,125.33,-0.00732604,60.8,47.9,53.9,42720.0,4.953850335,51480.0
1983-06-07,13.28,1.97,11.74,0,10.261848742885801,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.0335384351561,0,162.77,162.77,164.93,164.84,12.86719368,12.65,1.54,0,0,0.0,22.828939563145102,0.042427673,8.95,8.82,0.0160483657370155,10.1,1490.0,1.7890000000000001,10.818,125.56,-0.00732604,61.8,60.3,56.1,53940.0,6.911280812,32640.0
1983-06-08,13.4,1.97,11.82,0,10.1746032909349,456.089023716163,0.0,0.0392207131532816,0.0,0,0,6.9738173773339405,0,161.36,161.35,162.78,162.78,12.75573123,12.65,1.58,0,0,0.0,22.6317506732321,0.042801859000000005,8.84,8.83,0.0342985525313838,10.1,1490.0,1.796,10.844000000000001,125.68,-0.00732604,61.8,60.3,56.1,53940.0,5.763413752999999,32520.0
1983-06-09,13.4,1.97,11.78,0,10.205891415540698,456.089023716163,0.0,0.0392207131532816,0.0,0,0,6.995337692709151,0,161.83,160.8,161.92,161.37,12.79288538,12.65,1.62,0,0,0.0,22.698238411136998,0.042680983,8.83,8.74,0.0433971110031942,10.1,1490.0,1.916,10.834000000000001,125.59,-0.00732604,61.8,60.3,56.1,43020.0,6.067679041,34140.0
1983-06-10,13.4,1.97,11.79,0,10.2612503202807,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.03328949341886,0,162.68,161.86,162.76,161.86,13.0457097,12.47,1.61,0,0,0.0,22.8180275369413,0.042461634000000005,8.75,8.78,0.038092018779449,10.1,1490.0,1.906,10.759,125.39,-0.00732604,61.8,60.3,56.1,32520.0,4.021714831000001,40620.0
1983-06-13,13.4,1.97,11.72,0,10.399270785061901,456.089023716163,0.0,0.0392207131532816,0.0,0,0,7.127884218232009,0,164.84,162.7,164.84,162.7,13.21892542,12.47,1.68,0,0,0.0,23.1215700751831,0.041908845,8.78,8.7,0.0242411493921989,10.1,1490.0,1.806,10.705,125.5,-0.00732604,61.8,60.3,56.1,32520.0,6.012081004,54000.0
1983-06-14,13.4,1.97,11.73,0,10.4445831559187,456.089023716163,0.0,0.0297916228644297,0.0,0,0,7.158930391856769,0,165.53,164.87,165.93,164.87,13.27425822,12.47,1.67,0,0,-0.007543272231081491,23.2189284391077,0.041737746,8.93,8.73,0.0289463026146512,10.1,1490.0,1.7830000000000001,10.727,126.17,-0.00732604,61.8,60.3,56.1,32520.0,5.639117502,52620.0
1983-06-15,13.41,1.97,11.65,0,10.546707293622699,461.52627014195195,0.0,0.0297916228644297,0.0,0,0,7.22890549644557,0,167.12,165.07,167.12,165.52,13.40176423,12.47,1.76,0,0,-0.00565745417331111,23.4425359044807,0.04134421,9.1,8.72,0.0220675591420179,10.1,1490.0,1.7,10.663,126.21,-0.00732604,61.8,60.3,56.1,40020.0,5.625170365,54000.0
1983-06-16,13.41,1.97,11.6,0,10.632984725852,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.3174922968104505,0,169.14,167.11,169.38,167.11,13.56375301,12.47,1.81,0,0,-0.0005393084859367309,23.630874140033804,0.040853965,9.08,8.65,0.00758344225017093,10.1,1791.0,1.7719999999999998,10.637,125.61,-0.00732604,61.8,60.3,56.1,32520.0,6.818341863,53040.0
1983-06-17,13.41,1.97,11.58,0,10.6341942904337,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.31826999996375,0,169.13,168.6,169.64,169.11,13.56295108,12.47,1.83,0,0,0.000538427664432642,23.630129248922,0.0408599,9.02,8.69,0.006636012183036511,10.1,1791.0,1.673,10.706,125.66,-0.00732604,61.8,60.3,56.1,51540.0,5.034320841,39120.0
1983-06-20,13.41,1.97,11.64,0,10.6291141296575,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.3147208219187805,0,169.02,168.59,170.1,169.13,13.55412991,12.47,1.77,0,0,0.00161616381480201,23.6154102605944,0.040890014,9.24,8.96,-0.00416507576465495,10.1,1791.0,1.511,10.759,125.18,-0.00732604,61.8,60.3,56.1,49140.0,5.160575754,35460.0
1983-06-21,13.41,1.97,11.66,0,10.725924828780698,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.38128020330093,1,170.53,168.25,170.6,169.03,13.67522053,12.47,1.75,0,0,0.000808081907401004,23.827040365559302,0.040531434,9.43,8.95,-0.0296910505522889,10.1,1791.0,1.571,10.748,125.33,-0.00732604,61.8,60.3,56.1,40740.0,6.183132913,53460.0
1983-06-22,13.31,1.97,11.72,0,10.7567136126888,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.40240193588126,2,170.99,170.42,171.6,170.53,13.71210906,12.47,1.59,0,0,0.0,23.891966316842698,0.040425876,9.14,8.97,-0.0265987901287754,10.1,1791.0,1.6380000000000001,10.866,124.25,-0.00732604,61.8,60.3,56.1,36960.0,7.185235508,52920.0
1983-06-23,13.31,1.97,11.74,0,10.7321425635641,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.38543066433488,3,170.57,170.13,170.99,170.99,13.67842823,12.47,1.57,0,0,0.0,23.8339302435716,0.040529141,9.06,8.93,-0.015350833307286,10.1,1791.0,1.705,10.856,124.29,-0.00732604,61.8,60.3,56.1,48180.0,4.22934426,32520.0
1983-06-24,13.31,1.81,11.79,0,10.723294093068,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.3792829590144695,4,170.4,170.03,170.69,170.57,13.66479551,12.47,1.52,0,0,0.0,23.810822414655,0.040573534,9.01,9.04,-0.00960120659446463,10.1,1791.0,1.729,10.942,124.27,-0.00732604,61.8,60.3,56.1,35220.0,3.8446273110000004,45000.0
1983-06-27,13.31,1.81,11.88,0,10.6030355799749,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.29648324099034,5,168.46,168.32,170.46,170.4,13.50922213,12.47,1.43,1,0,0.0,23.540373603632997,0.041044786,9.0,9.03,-0.0119286098940575,10.1,1791.0,1.7830000000000001,11.052,124.66,0.008568931,61.8,60.3,56.1,49140.0,5.297537809,32760.0
1983-06-28,13.31,1.81,11.87,0,10.4298546744498,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.177286956346429,4,165.68,165.67,168.81,168.45,13.28628709,12.47,1.44,1,0,0.0,23.152524266740304,0.041737562,8.8,8.98,0.0159222293812416,10.1,1791.0,1.798,10.975,124.94,0.008568931,61.8,60.3,56.1,53940.0,5.905545496,34740.0
1983-06-29,13.34,1.81,11.86,0,10.492092969676198,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.220087980694281,3,166.64,165.17,167.09,165.78,13.36327185,12.47,1.48,1,0,0.0,23.287302502476397,0.041501164,8.43,8.85,0.00465929620227636,10.1,1791.0,1.8530000000000002,10.943,125.15,0.008568931,61.8,60.3,56.1,35100.0,7.880243181,51660.0
1983-06-30,13.34,1.81,11.82,0,10.5864676912004,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.2849932021027195,2,168.11,166.64,168.12,167.64,13.48115477,12.47,1.52,1,0,0.0,23.4933581658637,0.041142279,10.06,8.79,-0.0070011386613537795,10.1,1791.0,1.9169999999999998,10.899000000000001,124.94,0.008568931,61.8,60.3,56.1,32520.0,5.176619361,53340.0
1983-07-01,13.34,1.81,11.83,0,10.6386739334088,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.32087672656865,1,168.91,167.77,168.91,168.11,13.54530874,12.47,1.51,1,0,0.0,23.605787520000895,0.040951648,9.31,8.73,-0.00561482073499376,10.1,1791.0,1.829,11.062999999999999,124.98,0.008568931,61.8,60.3,56.1,37440.0,2.798132101,53760.0
1983-07-05,13.34,1.81,11.97,0,10.4949819192559,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.221972966558651,0,166.6,165.8,168.8,166.55,13.36006415,12.47,1.37,0,0,0.0,23.2835751005863,0.041523752000000004,9.19,9.02,-0.00731206167223541,10.1,1791.0,1.79,11.19,125.99,0.008568931,61.8,60.3,56.1,48480.0,10.06601016,32520.0
1983-07-06,13.34,1.81,11.96,0,10.6152338476047,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.3046856066007,0,168.48,166.49,168.49,166.71,13.51082598,12.47,1.38,0,0,0.0,23.5469420483978,0.041064645,9.27,9.02,-0.0189544075352199,10.1,1791.0,1.932,11.107000000000001,125.77,0.008568931,61.8,60.3,56.1,42060.0,5.276455266,53940.0
1983-07-07,13.39,1.81,12.04,0,10.5590788079609,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.26601410880783,0,167.56,167.46,169.15,168.48,13.43704892,12.47,1.35,0,0,0.0,23.418979267746,0.041294376,9.23,9.1,-0.0101543660372333,10.1,1791.0,1.91,11.252,126.12,0.008568931,61.8,60.3,56.1,53880.0,8.630296419,49980.0
1983-07-08,13.39,1.81,12.09,0,10.5306351659229,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.246416146604849,0,167.08,166.95,167.91,167.56,13.39855654,12.47,1.3,0,0,0.0,23.3525054874896,0.041417285,9.14,9.12,-0.0176925237628509,10.0,1791.0,1.942,11.229000000000001,126.15,0.008568931,62.3,61.5,57.5,53760.0,3.9660608089999996,33600.0
1983-07-11,13.39,1.81,12.04,0,10.5973681620266,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.29230500699159,0,168.11,167.09,168.11,167.09,13.48115477,12.47,1.35,0,0,0.0,23.4970816829426,0.041167773,9.21,9.04,-0.0258944350224938,10.0,1791.0,1.982,11.241,126.48,0.008568931,62.3,61.5,57.5,32520.0,4.233401603,45780.0
1983-07-12,13.39,1.81,12.13,0,10.4365153552565,461.52627014195195,0.0,0.0338320324014347,0.0,0,0,7.18160631370682,0,165.53,165.51,168.05,168.05,13.27425822,12.47,1.26,0,1,0.0,23.137072758853396,0.041813741,9.22,9.14,-0.0050741352401110894,10.0,1791.0,2.019,11.387,126.49,0.008568931,62.3,61.5,57.5,54000.0,5.814344136,32760.0
1983-07-13,13.42,1.81,12.15,0,10.433886346508501,461.52627014195195,0.0,0.0224270357874445,0.0,0,0,7.17978653274518,0,165.46,164.77,165.68,165.0,13.26864475,12.47,1.27,0,0,-0.009123997291192159,23.1278889072539,0.041835748,9.39,9.1,0.0220421273875756,10.0,1791.0,2.04,11.353,126.33,0.008568931,62.3,61.5,57.5,39900.0,3.802959893,50880.0
1983-07-14,13.42,1.81,12.14,0,10.4703588143204,461.52627014195195,0.0,0.0224270357874445,0.0,0,0,7.204870029509081,0,166.01,165.46,166.9,165.61,13.3127506,12.47,1.28,0,0,-0.0068429979683941105,23.2053676817701,0.041701446,9.25,9.08,0.0173518825475275,10.0,1791.0,2.043,11.354000000000001,126.19,0.008568931,62.3,61.5,57.5,32520.0,6.02987189,36000.0
1983-07-15,13.42,1.81,12.18,0,10.3636474796,466.643678542695,0.0,0.0224270357874445,0.0,0,0,7.13143927370787,0,164.29,164.03,166.04,166.01,13.17481957,12.47,1.24,0,0,-0.0045619986455960795,22.965532648881897,0.042142379,9.39,9.14,0.0267440157837326,10.0,1791.0,2.072,11.433,127.05,0.008568931,62.3,61.5,57.5,49800.0,3.935137857,32520.0
1983-07-18,13.42,1.81,12.16,0,10.3231657720447,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.11789850593233,0,163.95,163.3,164.29,164.28,13.14755413,12.47,1.26,0,0,-0.0006697198254371969,22.8725151339255,0.04223413,9.54,9.11,0.0325810287118099,10.0,1791.0,2.021,11.354000000000001,126.9,0.008568931,62.3,61.5,57.5,34680.0,5.730533725,51960.0
1983-07-19,13.42,1.81,12.16,0,10.3803592084607,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.15732178807414,0,164.83,163.95,165.18,163.95,13.218123499999999,12.47,1.26,0,0,0.0012084596230206301,22.9959067731144,0.042012983,9.53,9.14,0.0320432544145593,10.0,1747.0,1.906,11.264000000000001,126.78,0.008568931,62.3,61.5,57.5,32520.0,4.899122335,42840.0
1983-07-20,13.41,1.81,12.11,0,10.6630642286397,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.352204138902461,1,169.29,164.89,169.29,164.89,13.57578188,12.47,1.3,0,0,0.00080563974868042,23.618772339525105,0.040910356,9.49,9.07,-0.0109911802488893,10.0,1747.0,1.952,11.276,126.1,0.008568931,62.3,61.5,57.5,32520.0,12.55767766,54000.0
1983-07-21,13.41,1.81,12.15,0,10.650405282114098,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.3434337634622695,2,169.06,168.33,169.8,169.29,13.55733761,12.47,1.26,0,0,0.00040281987434021,23.5873184435717,0.040970239,9.43,9.07,-0.024959523724086,10.0,1747.0,1.976,11.276,126.3,0.008568931,62.3,61.5,57.5,51780.0,6.491836686,35700.0
1983-07-22,13.41,1.99,12.27,0,10.6415210427735,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.33726814467914,3,168.89,168.4,169.08,168.51,13.54370489,12.47,1.14,0,0,0.0,23.5642319175203,0.041015707,9.48,9.09,-0.039088421915487,10.0,1747.0,2.158,11.594000000000001,126.68,0.008568931,62.3,61.5,57.5,37980.0,3.929065707,32520.0
1983-07-25,13.41,1.99,12.23,0,10.6836780047071,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.36629119211667,4,169.53,167.63,169.74,167.67,13.59502807,12.47,1.18,0,0,0.0,23.6541593432581,0.040865081,9.48,9.07,-0.046069553242730994,10.0,1747.0,2.099,11.4,127.11,0.008568931,62.3,61.5,57.5,34140.0,7.106773626,51480.0
1983-07-26,13.41,1.99,12.24,0,10.7371933885142,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.403140271709269,5,170.35,169.26,170.63,169.62,13.66078589,12.47,1.17,1,0,0.0,23.7692048584653,0.040672565,9.49,9.11,-0.0510714751203959,10.0,1747.0,2.133,11.48,127.2,-0.008112476,62.3,61.5,57.5,39060.0,4.61130083,48720.0
1983-07-27,13.36,1.99,12.24,0,10.5650389043559,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.2844143085502395,4,167.59,167.49,170.72,170.68,13.43945469,12.47,1.12,1,0,0.0,23.384717778545298,0.041346654,9.4,9.07,-0.0259436214883498,10.0,1747.0,2.202,11.515,127.6,-0.008112476,62.3,61.5,57.5,52620.0,6.834294187999999,34380.0
1983-07-28,13.36,1.99,12.36,0,10.406064899305301,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.17479626287189,3,165.04,164.99,167.79,167.32,13.23496391,12.47,1.0,1,0,0.0,23.029511066274498,0.041990060999999995,9.45,9.17,-0.0236006911291159,10.0,1747.0,2.2030000000000003,11.63,127.74,-0.008112476,62.3,61.5,57.5,53820.0,6.528879076,36780.0
1983-07-29,13.36,1.99,12.5,0,10.2514494496844,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.0682026988779105,2,162.56,161.5,165.03,165.03,13.03608661,12.47,0.859999999999999,1,0,0.0,22.6840511868505,0.042635295,9.52,9.22,-0.0059186520246875,10.0,1747.0,2.254,11.764000000000001,128.44,-0.008112476,62.3,61.5,57.5,48540.0,10.38619924,32520.0
1983-08-01,13.36,1.99,12.54,0,10.2204034629469,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.0468126694176,1,162.04,161.55,162.78,162.34,12.99438653,12.47,0.82,1,0,0.0,22.612081516131397,0.042776769000000006,9.64,9.27,-0.0186641124356915,10.0,1747.0,2.225,11.77,129.68,-0.008112476,62.3,61.5,57.5,42780.0,6.128404377000001,35880.0
1983-08-02,13.36,1.99,12.56,0,10.2202566823124,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.04672810956737,0,162.01,161.97,163.04,162.06,12.99198075,12.47,0.7999999999999989,0,0,0.0,22.608485172563,0.04278934400000001,9.84,9.49,-0.0125249884998067,10.0,1747.0,2.032,11.741,129.1,-0.008112476,62.3,61.5,57.5,53820.0,5.324984992,48120.0
1983-08-03,13.39,1.99,12.61,0,10.3122269776621,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.11014716377678,0,163.44,161.52,163.44,162.01,13.10665597,12.47,0.780000000000001,0,0,0.0,22.808634469903698,0.042419575999999994,9.63,9.39,-0.0125435626620152,10.0,1747.0,,,129.17,-0.008112476,62.3,61.5,57.5,36660.0,7.719865255,54000.0
1983-08-04,13.39,1.99,12.7,0,10.180833282383801,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.01957612109362,0,161.33,159.63,163.42,163.28,12.93744988,12.47,0.6900000000000011,0,0,0.0,22.514759351514602,0.04297904599999999,9.64,9.43,0.000508950912264954,10.0,1747.0,2.2840000000000003,11.924000000000001,129.67,-0.008112476,62.3,61.5,57.5,49380.0,10.39481478,32580.0
1983-08-05,13.39,1.99,12.71,0,10.208446708302699,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.038639663918519,0,161.74,160.89,161.88,161.33,12.97032879,12.47,0.68,0,0,0.0,22.5725596393646,0.042875249000000004,9.63,9.45,0.0017344334904856,9.5,1747.0,2.247,11.948,130.19,-0.008112476,62.3,61.5,57.5,38640.0,6.442981112000001,34860.0
1983-08-08,13.39,1.99,12.79,0,10.048580505132302,466.643678542695,0.0,0.0244411351591456,0.0,0,0,6.928457358418631,0,159.18,159.18,161.73,161.73,12.76503609,12.47,0.600000000000001,0,0,0.0,22.215854197396602,0.043570022,9.74,9.5,0.0271898119159648,9.5,1747.0,2.274,12.02,130.52,-0.008112476,62.3,61.5,57.5,44340.0,7.70637152,32520.0
1983-08-09,13.39,1.99,12.72,0,10.110272510429699,466.643678542695,0.0,0.0244411351591456,0.0,0,0,6.9710315906901394,0,160.13,158.5,160.14,159.2,12.84121893,12.47,0.67,0,0,0.0,22.349011369751395,0.04331673900000001,9.72,9.53,0.0193879513901307,9.5,1747.0,2.115,11.972999999999999,130.28,-0.008112476,62.3,61.5,57.5,47760.0,9.495851518,53820.0
1983-08-10,13.64,1.99,12.73,0,10.2010325202233,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.033638747169321,0,161.54,159.47,161.77,160.11,12.9542903,12.47,0.91,0,0,0.0,22.5463756724712,0.042943809000000006,9.6,9.56,0.0220446974333689,9.5,1747.0,2.16,11.972999999999999,131.6,-0.008112476,62.3,61.5,57.5,34620.0,6.711546505,52740.0
1983-08-11,13.64,1.99,12.67,0,10.203398881349198,466.643678542695,0.0,0.0244411351591456,0.0,0,0,7.0352991845578705,0,161.55,161.41,162.14,161.55,12.95509222,12.47,0.9700000000000011,0,0,0.0,22.5483422277349,0.0429468,9.68,9.52,0.0113884735645927,9.5,1747.0,2.121,11.878,131.94,-0.008112476,62.3,61.5,57.5,48300.0,5.179975925,33840.0
